Maximum,60.2,@,No.1980,,,,,,
1097,50.7,gf,1.745,mm,OK,--,3:15:22 PM,4/11/2026,
1098,51.3,gf,1.747,mm,OK,--,3:15:22 PM,4/11/2026,
1099,51.1,gf,1.748,mm,OK,--,3:15:22 PM,4/11/2026,
1100,50.6,gf,1.750,mm,OK,--,3:15:22 PM,4/11/2026,
1101,50.9,gf,1.752,mm,OK,--,3:15:22 PM,4/11/2026,
1102,51.7,gf,1.753,mm,OK,--,3:15:22 PM,4/11/2026,
1103,51.0,gf,1.755,mm,OK,--,3:15:22 PM,4/11/2026,
1104,51.7,gf,1.756,mm,OK,--,3:15:22 PM,4/11/2026,
1105,50.9,gf,1.758,mm,OK,--,3:15:22 PM,4/11/2026,
1106,51.1,gf,1.760,mm,OK,--,3:15:22 PM,4/11/2026,
1107,51.1,gf,1.761,mm,OK,--,3:15:22 PM,4/11/2026,
1108,51.0,gf,1.763,mm,OK,--,3:15:22 PM,4/11/2026,
1109,51.7,gf,1.764,mm,OK,--,3:15:22 PM,4/11/2026,
1110,51.2,gf,1.766,mm,OK,--,3:15:22 PM,4/11/2026,
1111,51.6,gf,1.768,mm,OK,--,3:15:22 PM,4/11/2026,
1112,52.0,gf,1.769,mm,OK,--,3:15:22 PM,4/11/2026,
1113,51.3,gf,1.771,mm,OK,--,3:15:22 PM,4/11/2026,
1114,51.7,gf,1.772,mm,OK,--,3:15:22 PM,4/11/2026,
1115,51.4,gf,1.774,mm,OK,--,3:15:22 PM,4/11/2026,
1116,51.6,gf,1.775,mm,OK,--,3:15:22 PM,4/11/2026,
1117,51.5,gf,1.777,mm,OK,--,3:15:22 PM,4/11/2026,
1118,51.6,gf,1.779,mm,OK,--,3:15:22 PM,4/11/2026,
1119,51.8,gf,1.780,mm,OK,--,3:15:22 PM,4/11/2026,
1120,51.6,gf,1.782,mm,OK,--,3:15:22 PM,4/11/2026,
1121,51.7,gf,1.783,mm,OK,--,3:15:22 PM,4/11/2026,
1122,52.3,gf,1.785,mm,OK,--,3:15:22 PM,4/11/2026,
1123,52.3,gf,1.787,mm,OK,--,3:15:22 PM,4/11/2026,
1124,51.5,gf,1.788,mm,OK,--,3:15:22 PM,4/11/2026,
1125,51.9,gf,1.790,mm,OK,--,3:15:22 PM,4/11/2026,
1126,52.0,gf,1.791,mm,OK,--,3:15:22 PM,4/11/2026,
1127,51.6,gf,1.793,mm,OK,--,3:15:22 PM,4/11/2026,
1128,51.8,gf,1.795,mm,OK,--,3:15:22 PM,4/11/2026,
1129,52.4,gf,1.796,mm,OK,--,3:15:22 PM,4/11/2026,
1130,51.8,gf,1.798,mm,OK,--,3:15:22 PM,4/11/2026,
1131,52.4,gf,1.799,mm,OK,--,3:15:22 PM,4/11/2026,
1132,52.5,gf,1.801,mm,OK,--,3:15:22 PM,4/11/2026,
1133,52.1,gf,1.802,mm,OK,--,3:15:22 PM,4/11/2026,
1134,52.1,gf,1.804,mm,OK,--,3:15:22 PM,4/11/2026,
1135,51.3,gf,1.806,mm,OK,--,3:15:22 PM,4/11/2026,
1136,52.0,gf,1.807,mm,OK,--,3:15:22 PM,4/11/2026,
1137,52.1,gf,1.809,mm,OK,--,3:15:22 PM,4/11/2026,
1138,51.6,gf,1.810,mm,OK,--,3:15:22 PM,4/11/2026,
1139,51.4,gf,1.812,mm,OK,--,3:15:22 PM,4/11/2026,
1140,51.2,gf,1.814,mm,OK,--,3:15:22 PM,4/11/2026,
1141,51.5,gf,1.815,mm,OK,--,3:15:22 PM,4/11/2026,
1142,50.9,gf,1.817,mm,OK,--,3:15:22 PM,4/11/2026,
1143,51.5,gf,1.818,mm,OK,--,3:15:22 PM,4/11/2026,
1144,51.3,gf,1.820,mm,OK,--,3:15:22 PM,4/11/2026,
1145,51.2,gf,1.822,mm,OK,--,3:15:22 PM,4/11/2026,
1146,51.2,gf,1.823,mm,OK,--,3:15:22 PM,4/11/2026,
1147,50.7,gf,1.825,mm,OK,--,3:15:22 PM,4/11/2026,
1148,51.1,gf,1.826,mm,OK,--,3:15:22 PM,4/11/2026,
1149,51.2,gf,1.828,mm,OK,--,3:15:22 PM,4/11/2026,
1150,51.1,gf,1.830,mm,OK,--,3:15:22 PM,4/11/2026,
1151,51.2,gf,1.831,mm,OK,--,3:15:22 PM,4/11/2026,
1152,51.0,gf,1.833,mm,OK,--,3:15:22 PM,4/11/2026,
1153,49.9,gf,1.834,mm,OK,--,3:15:22 PM,4/11/2026,
1154,50.6,gf,1.836,mm,OK,--,3:15:22 PM,4/11/2026,
1155,50.7,gf,1.838,mm,OK,--,3:15:22 PM,4/11/2026,
1156,50.7,gf,1.839,mm,OK,--,3:15:22 PM,4/11/2026,
1157,50.6,gf,1.841,mm,OK,--,3:15:22 PM,4/11/2026,
1158,50.0,gf,1.842,mm,OK,--,3:15:22 PM,4/11/2026,
1159,50.1,gf,1.844,mm,OK,--,3:15:22 PM,4/11/2026,
1160,50.4,gf,1.845,mm,OK,--,3:15:22 PM,4/11/2026,
1161,50.4,gf,1.847,mm,OK,--,3:15:22 PM,4/11/2026,
1162,50.2,gf,1.849,mm,OK,--,3:15:22 PM,4/11/2026,
1163,49.5,gf,1.850,mm,OK,--,3:15:22 PM,4/11/2026,
1164,50.0,gf,1.852,mm,OK,--,3:15:22 PM,4/11/2026,
1165,50.0,gf,1.853,mm,OK,--,3:15:22 PM,4/11/2026,
1166,49.7,gf,1.855,mm,OK,--,3:15:22 PM,4/11/2026,
1167,49.4,gf,1.857,mm,OK,--,3:15:22 PM,4/11/2026,
1168,49.6,gf,1.858,mm,OK,--,3:15:22 PM,4/11/2026,
1169,49.7,gf,1.860,mm,OK,--,3:15:22 PM,4/11/2026,
1170,49.5,gf,1.861,mm,OK,--,3:15:22 PM,4/11/2026,
1171,49.1,gf,1.863,mm,OK,--,3:15:22 PM,4/11/2026,
1172,48.8,gf,1.865,mm,OK,--,3:15:22 PM,4/11/2026,
1173,49.2,gf,1.866,mm,OK,--,3:15:22 PM,4/11/2026,
1174,48.8,gf,1.868,mm,OK,--,3:15:22 PM,4/11/2026,
1175,49.3,gf,1.869,mm,OK,--,3:15:22 PM,4/11/2026,
1176,49.0,gf,1.871,mm,OK,--,3:15:22 PM,4/11/2026,
1177,48.5,gf,1.873,mm,OK,--,3:15:22 PM,4/11/2026,
1178,48.3,gf,1.874,mm,OK,--,3:15:22 PM,4/11/2026,
1179,48.9,gf,1.876,mm,OK,--,3:15:22 PM,4/11/2026,
1180,48.8,gf,1.877,mm,OK,--,3:15:22 PM,4/11/2026,
1181,47.9,gf,1.879,mm,OK,--,3:15:22 PM,4/11/2026,
1182,47.8,gf,1.880,mm,OK,--,3:15:22 PM,4/11/2026,
1183,48.7,gf,1.882,mm,OK,--,3:15:22 PM,4/11/2026,
1184,48.2,gf,1.884,mm,OK,--,3:15:22 PM,4/11/2026,
1185,48.2,gf,1.885,mm,OK,--,3:15:22 PM,4/11/2026,
1186,47.9,gf,1.887,mm,OK,--,3:15:22 PM,4/11/2026,
1187,47.5,gf,1.888,mm,OK,--,3:15:22 PM,4/11/2026,
1188,47.9,gf,1.890,mm,OK,--,3:15:22 PM,4/11/2026,
1189,48.1,gf,1.892,mm,OK,--,3:15:22 PM,4/11/2026,
1190,47.7,gf,1.893,mm,OK,--,3:15:22 PM,4/11/2026,
1191,47.2,gf,1.895,mm,OK,--,3:15:22 PM,4/11/2026,
1192,48.1,gf,1.896,mm,OK,--,3:15:22 PM,4/11/2026,
1193,47.3,gf,1.898,mm,OK,--,3:15:22 PM,4/11/2026,
1194,47.1,gf,1.900,mm,OK,--,3:15:22 PM,4/11/2026,
1195,47.0,gf,1.901,mm,OK,--,3:15:22 PM,4/11/2026,
1196,47.1,gf,1.903,mm,OK,--,3:15:22 PM,4/11/2026,
1197,47.1,gf,1.904,mm,OK,--,3:15:22 PM,4/11/2026,
1198,47.0,gf,1.906,mm,OK,--,3:15:22 PM,4/11/2026,
1199,47.3,gf,1.908,mm,OK,--,3:15:22 PM,4/11/2026,
1200,47.1,gf,1.909,mm,OK,--,3:15:22 PM,4/11/2026,
1201,47.2,gf,1.911,mm,OK,--,3:15:22 PM,4/11/2026,
1202,47.4,gf,1.912,mm,OK,--,3:15:22 PM,4/11/2026,
1203,46.5,gf,1.914,mm,OK,--,3:15:22 PM,4/11/2026,
1204,46.5,gf,1.915,mm,OK,--,3:15:22 PM,4/11/2026,
1205,46.3,gf,1.917,mm,OK,--,3:15:22 PM,4/11/2026,
1206,47.3,gf,1.919,mm,OK,--,3:15:22 PM,4/11/2026,
1207,46.5,gf,1.920,mm,OK,--,3:15:22 PM,4/11/2026,
1208,46.0,gf,1.922,mm,OK,--,3:15:22 PM,4/11/2026,
1209,47.0,gf,1.923,mm,OK,--,3:15:22 PM,4/11/2026,
1210,45.8,gf,1.925,mm,OK,--,3:15:22 PM,4/11/2026,
1211,46.0,gf,1.927,mm,OK,--,3:15:22 PM,4/11/2026,
1212,45.7,gf,1.928,mm,OK,--,3:15:22 PM,4/11/2026,
1213,46.3,gf,1.930,mm,OK,--,3:15:22 PM,4/11/2026,
1214,46.6,gf,1.931,mm,OK,--,3:15:22 PM,4/11/2026,
1215,46.3,gf,1.933,mm,OK,--,3:15:22 PM,4/11/2026,
1216,46.3,gf,1.935,mm,OK,--,3:15:22 PM,4/11/2026,
1217,45.9,gf,1.936,mm,OK,--,3:15:22 PM,4/11/2026,
1218,46.3,gf,1.938,mm,OK,--,3:15:22 PM,4/11/2026,
1219,45.2,gf,1.939,mm,OK,--,3:15:22 PM,4/11/2026,
1220,46.2,gf,1.941,mm,OK,--,3:15:22 PM,4/11/2026,
1221,46.0,gf,1.943,mm,OK,--,3:15:22 PM,4/11/2026,
1222,45.2,gf,1.944,mm,OK,--,3:15:22 PM,4/11/2026,
1223,44.9,gf,1.946,mm,OK,--,3:15:22 PM,4/11/2026,
1224,45.9,gf,1.947,mm,OK,--,3:15:22 PM,4/11/2026,
1225,45.6,gf,1.949,mm,OK,--,3:15:22 PM,4/11/2026,
1226,45.7,gf,1.950,mm,OK,--,3:15:22 PM,4/11/2026,
1227,45.1,gf,1.952,mm,OK,--,3:15:22 PM,4/11/2026,
1228,45.7,gf,1.954,mm,OK,--,3:15:22 PM,4/11/2026,
1229,44.7,gf,1.955,mm,OK,--,3:15:22 PM,4/11/2026,
1230,45.0,gf,1.957,mm,OK,--,3:15:22 PM,4/11/2026,
1231,44.4,gf,1.958,mm,OK,--,3:15:22 PM,4/11/2026,
1232,44.8,gf,1.960,mm,OK,--,3:15:22 PM,4/11/2026,
1233,45.1,gf,1.962,mm,OK,--,3:15:22 PM,4/11/2026,
1234,45.0,gf,1.963,mm,OK,--,3:15:22 PM,4/11/2026,
1235,45.0,gf,1.965,mm,OK,--,3:15:22 PM,4/11/2026,
1236,44.5,gf,1.966,mm,OK,--,3:15:22 PM,4/11/2026,
1237,44.6,gf,1.968,mm,OK,--,3:15:22 PM,4/11/2026,
1238,44.0,gf,1.970,mm,OK,--,3:15:22 PM,4/11/2026,
1239,44.8,gf,1.971,mm,OK,--,3:15:22 PM,4/11/2026,
1240,43.9,gf,1.973,mm,OK,--,3:15:22 PM,4/11/2026,
1241,44.0,gf,1.974,mm,OK,--,3:15:22 PM,4/11/2026,
1242,44.2,gf,1.976,mm,OK,--,3:15:22 PM,4/11/2026,
1243,44.2,gf,1.977,mm,OK,--,3:15:22 PM,4/11/2026,
1244,44.1,gf,1.979,mm,OK,--,3:15:22 PM,4/11/2026,
1245,43.3,gf,1.981,mm,OK,--,3:15:22 PM,4/11/2026,
1246,43.8,gf,1.982,mm,OK,--,3:15:22 PM,4/11/2026,
1247,44.0,gf,1.984,mm,OK,--,3:15:22 PM,4/11/2026,
1248,43.7,gf,1.985,mm,OK,--,3:15:22 PM,4/11/2026,
1249,43.8,gf,1.987,mm,OK,--,3:15:22 PM,4/11/2026,
1250,43.0,gf,1.989,mm,OK,--,3:15:22 PM,4/11/2026,
1251,42.9,gf,1.990,mm,OK,--,3:15:22 PM,4/11/2026,
1252,43.9,gf,1.992,mm,OK,--,3:15:22 PM,4/11/2026,
1253,43.9,gf,1.993,mm,OK,--,3:15:22 PM,4/11/2026,
1254,43.8,gf,1.995,mm,OK,--,3:15:22 PM,4/11/2026,
1255,43.0,gf,1.997,mm,OK,--,3:15:22 PM,4/11/2026,
1256,42.8,gf,1.998,mm,OK,--,3:15:22 PM,4/11/2026,
1257,43.6,gf,2.000,mm,OK,--,3:15:22 PM,4/11/2026,
1258,42.7,gf,2.001,mm,OK,--,3:15:22 PM,4/11/2026,
1259,42.8,gf,2.003,mm,OK,--,3:15:22 PM,4/11/2026,
1260,43.3,gf,2.005,mm,OK,--,3:15:22 PM,4/11/2026,
1261,43.3,gf,2.006,mm,OK,--,3:15:22 PM,4/11/2026,
1262,42.4,gf,2.008,mm,OK,--,3:15:22 PM,4/11/2026,
1263,42.1,gf,2.009,mm,OK,--,3:15:22 PM,4/11/2026,
1264,42.8,gf,2.011,mm,OK,--,3:15:22 PM,4/11/2026,
1265,43.0,gf,2.012,mm,OK,--,3:15:22 PM,4/11/2026,
1266,42.0,gf,2.014,mm,OK,--,3:15:22 PM,4/11/2026,
1267,42.7,gf,2.016,mm,OK,--,3:15:22 PM,4/11/2026,
1268,41.8,gf,2.017,mm,OK,--,3:15:22 PM,4/11/2026,
1269,42.7,gf,2.019,mm,OK,--,3:15:22 PM,4/11/2026,
1270,41.6,gf,2.020,mm,OK,--,3:15:22 PM,4/11/2026,
1271,41.9,gf,2.022,mm,OK,--,3:15:22 PM,4/11/2026,
1272,41.8,gf,2.024,mm,OK,--,3:15:22 PM,4/11/2026,
1273,41.5,gf,2.025,mm,OK,--,3:15:22 PM,4/11/2026,
1274,42.1,gf,2.027,mm,OK,--,3:15:22 PM,4/11/2026,
1275,41.2,gf,2.028,mm,OK,--,3:15:22 PM,4/11/2026,
1276,41.2,gf,2.030,mm,OK,--,3:15:22 PM,4/11/2026,
1277,41.5,gf,2.032,mm,OK,--,3:15:22 PM,4/11/2026,
1278,41.9,gf,2.033,mm,OK,--,3:15:22 PM,4/11/2026,
1279,41.2,gf,2.035,mm,OK,--,3:15:22 PM,4/11/2026,
1280,41.4,gf,2.036,mm,OK,--,3:15:22 PM,4/11/2026,
1281,41.2,gf,2.038,mm,OK,--,3:15:22 PM,4/11/2026,
1282,40.7,gf,2.040,mm,OK,--,3:15:22 PM,4/11/2026,
1283,40.9,gf,2.041,mm,OK,--,3:15:22 PM,4/11/2026,
1284,41.0,gf,2.043,mm,OK,--,3:15:22 PM,4/11/2026,
1285,41.0,gf,2.044,mm,OK,--,3:15:22 PM,4/11/2026,
1286,40.7,gf,2.046,mm,OK,--,3:15:22 PM,4/11/2026,
1287,40.3,gf,2.047,mm,OK,--,3:15:22 PM,4/11/2026,
1288,40.7,gf,2.049,mm,OK,--,3:15:22 PM,4/11/2026,
1289,40.7,gf,2.051,mm,OK,--,3:15:22 PM,4/11/2026,
1290,40.8,gf,2.052,mm,OK,--,3:15:22 PM,4/11/2026,
1291,40.1,gf,2.054,mm,OK,--,3:15:22 PM,4/11/2026,
1292,40.6,gf,2.055,mm,OK,--,3:15:22 PM,4/11/2026,
1293,40.1,gf,2.057,mm,OK,--,3:15:22 PM,4/11/2026,
1294,40.1,gf,2.059,mm,OK,--,3:15:22 PM,4/11/2026,
1295,40.6,gf,2.060,mm,OK,--,3:15:22 PM,4/11/2026,
1296,39.7,gf,2.062,mm,OK,--,3:15:22 PM,4/11/2026,
1297,40.3,gf,2.063,mm,OK,--,3:15:22 PM,4/11/2026,
1298,39.6,gf,2.065,mm,OK,--,3:15:22 PM,4/11/2026,
1299,40.3,gf,2.067,mm,OK,--,3:15:22 PM,4/11/2026,
1300,40.2,gf,2.068,mm,OK,--,3:15:22 PM,4/11/2026,
1301,40.4,gf,2.070,mm,OK,--,3:15:22 PM,4/11/2026,
1302,40.3,gf,2.071,mm,OK,--,3:15:22 PM,4/11/2026,
1303,39.2,gf,2.073,mm,OK,--,3:15:22 PM,4/11/2026,
1304,39.4,gf,2.075,mm,OK,--,3:15:22 PM,4/11/2026,
1305,40.0,gf,2.076,mm,OK,--,3:15:22 PM,4/11/2026,
1306,39.2,gf,2.078,mm,OK,--,3:15:22 PM,4/11/2026,
1307,38.9,gf,2.079,mm,OK,--,3:15:22 PM,4/11/2026,
1308,39.2,gf,2.081,mm,OK,--,3:15:22 PM,4/11/2026,
1309,38.8,gf,2.083,mm,OK,--,3:15:22 PM,4/11/2026,
1310,39.7,gf,2.084,mm,OK,--,3:15:22 PM,4/11/2026,
1311,38.9,gf,2.086,mm,OK,--,3:15:22 PM,4/11/2026,
1312,38.7,gf,2.087,mm,OK,--,3:15:22 PM,4/11/2026,
1313,39.1,gf,2.089,mm,OK,--,3:15:22 PM,4/11/2026,
1314,39.1,gf,2.090,mm,OK,--,3:15:22 PM,4/11/2026,
1315,38.3,gf,2.092,mm,OK,--,3:15:22 PM,4/11/2026,
1316,38.2,gf,2.094,mm,OK,--,3:15:22 PM,4/11/2026,
1317,38.2,gf,2.095,mm,OK,--,3:15:22 PM,4/11/2026,
1318,38.2,gf,2.097,mm,OK,--,3:15:22 PM,4/11/2026,
1319,39.0,gf,2.098,mm,OK,--,3:15:22 PM,4/11/2026,
1320,38.7,gf,2.100,mm,OK,--,3:15:22 PM,4/11/2026,
1321,38.4,gf,2.102,mm,OK,--,3:15:22 PM,4/11/2026,
1322,38.3,gf,2.103,mm,OK,--,3:15:22 PM,4/11/2026,
1323,37.7,gf,2.105,mm,OK,--,3:15:22 PM,4/11/2026,
1324,38.6,gf,2.106,mm,OK,--,3:15:22 PM,4/11/2026,
1325,38.0,gf,2.108,mm,OK,--,3:15:22 PM,4/11/2026,
1326,38.2,gf,2.110,mm,OK,--,3:15:22 PM,4/11/2026,
1327,38.0,gf,2.111,mm,OK,--,3:15:22 PM,4/11/2026,
1328,37.7,gf,2.113,mm,OK,--,3:15:22 PM,4/11/2026,
1329,38.4,gf,2.114,mm,OK,--,3:15:22 PM,4/11/2026,
1330,38.4,gf,2.116,mm,OK,--,3:15:22 PM,4/11/2026,
1331,38.0,gf,2.117,mm,OK,--,3:15:22 PM,4/11/2026,
1332,37.8,gf,2.119,mm,OK,--,3:15:22 PM,4/11/2026,
1333,37.0,gf,2.121,mm,OK,--,3:15:22 PM,4/11/2026,
1334,37.3,gf,2.122,mm,OK,--,3:15:22 PM,4/11/2026,
1335,37.8,gf,2.124,mm,OK,--,3:15:22 PM,4/11/2026,
1336,36.8,gf,2.125,mm,OK,--,3:15:22 PM,4/11/2026,
1337,36.9,gf,2.127,mm,OK,--,3:15:22 PM,4/11/2026,
1338,37.0,gf,2.129,mm,OK,--,3:15:22 PM,4/11/2026,
1339,37.3,gf,2.130,mm,OK,--,3:15:22 PM,4/11/2026,
1340,37.4,gf,2.132,mm,OK,--,3:15:22 PM,4/11/2026,
1341,36.7,gf,2.133,mm,OK,--,3:15:22 PM,4/11/2026,
1342,37.4,gf,2.135,mm,OK,--,3:15:22 PM,4/11/2026,
1343,37.2,gf,2.137,mm,OK,--,3:15:22 PM,4/11/2026,
1344,37.0,gf,2.138,mm,OK,--,3:15:22 PM,4/11/2026,
1345,36.7,gf,2.140,mm,OK,--,3:15:22 PM,4/11/2026,
1346,37.0,gf,2.141,mm,OK,--,3:15:22 PM,4/11/2026,
1347,36.0,gf,2.143,mm,OK,--,3:15:22 PM,4/11/2026,
1348,36.5,gf,2.145,mm,OK,--,3:15:22 PM,4/11/2026,
1349,36.0,gf,2.146,mm,OK,--,3:15:22 PM,4/11/2026,
1350,36.0,gf,2.148,mm,OK,--,3:15:22 PM,4/11/2026,
1351,36.5,gf,2.149,mm,OK,--,3:15:22 PM,4/11/2026,
1352,35.8,gf,2.151,mm,OK,--,3:15:22 PM,4/11/2026,
1353,36.3,gf,2.152,mm,OK,--,3:15:22 PM,4/11/2026,
1354,35.7,gf,2.154,mm,OK,--,3:15:22 PM,4/11/2026,
1355,36.3,gf,2.156,mm,OK,--,3:15:22 PM,4/11/2026,
1356,36.2,gf,2.157,mm,OK,--,3:15:22 PM,4/11/2026,
1357,36.4,gf,2.159,mm,OK,--,3:15:22 PM,4/11/2026,
1358,35.7,gf,2.160,mm,OK,--,3:15:22 PM,4/11/2026,
1359,35.9,gf,2.162,mm,OK,--,3:15:22 PM,4/11/2026,
1360,35.8,gf,2.164,mm,OK,--,3:15:22 PM,4/11/2026,
1361,35.6,gf,2.165,mm,OK,--,3:15:22 PM,4/11/2026,
1362,35.5,gf,2.167,mm,OK,--,3:15:22 PM,4/11/2026,
1363,35.1,gf,2.168,mm,OK,--,3:15:22 PM,4/11/2026,
1364,35.2,gf,2.170,mm,OK,--,3:15:22 PM,4/11/2026,
1365,35.3,gf,2.172,mm,OK,--,3:15:22 PM,4/11/2026,
1366,35.8,gf,2.173,mm,OK,--,3:15:22 PM,4/11/2026,
1367,34.7,gf,2.175,mm,OK,--,3:15:22 PM,4/11/2026,
1368,35.3,gf,2.176,mm,OK,--,3:15:22 PM,4/11/2026,
1369,35.6,gf,2.178,mm,OK,--,3:15:22 PM,4/11/2026,
1370,34.7,gf,2.180,mm,OK,--,3:15:22 PM,4/11/2026,
1371,34.3,gf,2.181,mm,OK,--,3:15:22 PM,4/11/2026,
1372,34.6,gf,2.183,mm,OK,--,3:15:22 PM,4/11/2026,
1373,34.6,gf,2.184,mm,OK,--,3:15:22 PM,4/11/2026,
1374,34.5,gf,2.186,mm,OK,--,3:15:22 PM,4/11/2026,
1375,34.0,gf,2.188,mm,OK,--,3:15:22 PM,4/11/2026,
1376,34.7,gf,2.189,mm,OK,--,3:15:22 PM,4/11/2026,
1377,34.1,gf,2.191,mm,OK,--,3:15:22 PM,4/11/2026,
1378,33.8,gf,2.192,mm,OK,--,3:15:22 PM,4/11/2026,
1379,33.7,gf,2.194,mm,OK,--,3:15:22 PM,4/11/2026,
1380,34.6,gf,2.195,mm,OK,--,3:15:22 PM,4/11/2026,
1381,33.7,gf,2.197,mm,OK,--,3:15:22 PM,4/11/2026,
1382,34.2,gf,2.199,mm,OK,--,3:15:22 PM,4/11/2026,
1383,34.5,gf,2.200,mm,OK,--,3:15:22 PM,4/11/2026,
1384,33.7,gf,2.202,mm,OK,--,3:15:22 PM,4/11/2026,
1385,34.0,gf,2.203,mm,OK,--,3:15:22 PM,4/11/2026,
1386,33.9,gf,2.205,mm,OK,--,3:15:22 PM,4/11/2026,
1387,34.4,gf,2.207,mm,OK,--,3:15:22 PM,4/11/2026,
1388,34.4,gf,2.208,mm,OK,--,3:15:22 PM,4/11/2026,
1389,34.6,gf,2.210,mm,OK,--,3:15:22 PM,4/11/2026,
1390,34.8,gf,2.211,mm,OK,--,3:15:22 PM,4/11/2026,
1391,34.0,gf,2.213,mm,OK,--,3:15:22 PM,4/11/2026,
1392,34.6,gf,2.215,mm,OK,--,3:15:22 PM,4/11/2026,
1393,33.9,gf,2.216,mm,OK,--,3:15:22 PM,4/11/2026,
1394,34.0,gf,2.218,mm,OK,--,3:15:22 PM,4/11/2026,
1395,34.7,gf,2.219,mm,OK,--,3:15:22 PM,4/11/2026,
1396,34.8,gf,2.221,mm,OK,--,3:15:22 PM,4/11/2026,
1397,34.2,gf,2.223,mm,OK,--,3:15:22 PM,4/11/2026,
1398,34.4,gf,2.224,mm,OK,--,3:15:22 PM,4/11/2026,
1399,34.7,gf,2.226,mm,OK,--,3:15:22 PM,4/11/2026,
1400,34.1,gf,2.227,mm,OK,--,3:15:22 PM,4/11/2026,
1401,34.6,gf,2.229,mm,OK,--,3:15:22 PM,4/11/2026,
1402,34.0,gf,2.230,mm,OK,--,3:15:22 PM,4/11/2026,
1403,34.0,gf,2.232,mm,OK,--,3:15:22 PM,4/11/2026,
1404,35.1,gf,2.234,mm,OK,--,3:15:22 PM,4/11/2026,
1405,34.9,gf,2.235,mm,OK,--,3:15:22 PM,4/11/2026,
1406,35.0,gf,2.237,mm,OK,--,3:15:22 PM,4/11/2026,
1407,34.6,gf,2.238,mm,OK,--,3:15:22 PM,4/11/2026,
1408,35.2,gf,2.240,mm,OK,--,3:15:22 PM,4/11/2026,
1409,35.0,gf,2.242,mm,OK,--,3:15:22 PM,4/11/2026,
1410,34.6,gf,2.243,mm,OK,--,3:15:22 PM,4/11/2026,
1411,34.8,gf,2.245,mm,OK,--,3:15:22 PM,4/11/2026,
1412,34.2,gf,2.246,mm,OK,--,3:15:22 PM,4/11/2026,
1413,35.2,gf,2.248,mm,OK,--,3:15:22 PM,4/11/2026,
1414,35.4,gf,2.250,mm,OK,--,3:15:22 PM,4/11/2026,
1415,34.8,gf,2.251,mm,OK,--,3:15:22 PM,4/11/2026,
1416,35.0,gf,2.253,mm,OK,--,3:15:22 PM,4/11/2026,
1417,35.4,gf,2.254,mm,OK,--,3:15:22 PM,4/11/2026,
1418,34.9,gf,2.256,mm,OK,--,3:15:22 PM,4/11/2026,
1419,35.1,gf,2.258,mm,OK,--,3:15:22 PM,4/11/2026,
1420,35.1,gf,2.259,mm,OK,--,3:15:22 PM,4/11/2026,
1421,35.2,gf,2.261,mm,OK,--,3:15:22 PM,4/11/2026,
1422,35.2,gf,2.262,mm,OK,--,3:15:22 PM,4/11/2026,
1423,34.7,gf,2.264,mm,OK,--,3:15:22 PM,4/11/2026,
1424,35.1,gf,2.265,mm,OK,--,3:15:22 PM,4/11/2026,
1425,34.8,gf,2.267,mm,OK,--,3:15:22 PM,4/11/2026,
1426,35.2,gf,2.269,mm,OK,--,3:15:22 PM,4/11/2026,
1427,35.8,gf,2.270,mm,OK,--,3:15:22 PM,4/11/2026,
1428,35.3,gf,2.272,mm,OK,--,3:15:22 PM,4/11/2026,
1429,35.5,gf,2.273,mm,OK,--,3:15:22 PM,4/11/2026,
1430,35.5,gf,2.275,mm,OK,--,3:15:22 PM,4/11/2026,
1431,35.6,gf,2.277,mm,OK,--,3:15:22 PM,4/11/2026,
1432,34.9,gf,2.278,mm,OK,--,3:15:22 PM,4/11/2026,
1433,34.8,gf,2.280,mm,OK,--,3:15:22 PM,4/11/2026,
1434,35.3,gf,2.281,mm,OK,--,3:15:22 PM,4/11/2026,
1435,35.3,gf,2.283,mm,OK,--,3:15:22 PM,4/11/2026,
1436,35.9,gf,2.285,mm,OK,--,3:15:22 PM,4/11/2026,
1437,35.4,gf,2.286,mm,OK,--,3:15:22 PM,4/11/2026,
1438,36.0,gf,2.288,mm,OK,--,3:15:22 PM,4/11/2026,
1439,36.0,gf,2.289,mm,OK,--,3:15:22 PM,4/11/2026,
1440,35.7,gf,2.291,mm,OK,--,3:15:22 PM,4/11/2026,
1441,35.7,gf,2.292,mm,OK,--,3:15:22 PM,4/11/2026,
1442,35.3,gf,2.294,mm,OK,--,3:15:22 PM,4/11/2026,
1443,35.6,gf,2.296,mm,OK,--,3:15:22 PM,4/11/2026,
1444,35.2,gf,2.297,mm,OK,--,3:15:22 PM,4/11/2026,
1445,35.5,gf,2.299,mm,OK,--,3:15:22 PM,4/11/2026,
1446,36.3,gf,2.300,mm,OK,--,3:15:22 PM,4/11/2026,
1447,36.2,gf,2.302,mm,OK,--,3:15:22 PM,4/11/2026,
1448,35.8,gf,2.304,mm,OK,--,3:15:22 PM,4/11/2026,
1449,36.0,gf,2.305,mm,OK,--,3:15:22 PM,4/11/2026,
1450,35.5,gf,2.307,mm,OK,--,3:15:22 PM,4/11/2026,
1451,35.6,gf,2.308,mm,OK,--,3:15:22 PM,4/11/2026,
1452,36.3,gf,2.310,mm,OK,--,3:15:22 PM,4/11/2026,
1453,35.9,gf,2.312,mm,OK,--,3:15:22 PM,4/11/2026,
1454,36.2,gf,2.313,mm,OK,--,3:15:22 PM,4/11/2026,
